1,dg
2,dg
3,dg
4,dg
5,dg
6,dg
7,dg
8,dg
9,dg
10,dg
11,dg
12,dg
13,dg
14,dg
15,dg
16,dg
17,dg
18,dg
19,lg
20,dg
21,dg
22,dg
23,dg
24,dg
25,dg
27,dg
28,dg
30,dg
31,dg
32,dg
34,dg
35,dg
36,dg
37,dg
39,dg
40,dg
41,dg
42,dg
44,dg
46,dg
47,dg
48,dg
52,dg
53,dg
55,dg
56,dg
57,dg
58,dg
63,dg
65,dg
67,dg
69,dg
71,dg
72,dg
75,dg
